layer_id,quote_id,pas_id,_pdm_last_update_timestamp,rating_basis,conditional_premium_reduction,our_share_pct,our_share_pct_london,our_share_pct_non_london,london_estimated_signed_line,london_order_percentage,tech_gnwp,modtech_gnwp,sold_gnwp,tech_ggwp,modtech_ggwp,sold_ggwp,sold_ggwp_our_share,tech_elc,modtech_elc,tech_gg_elr,modtech_gg_elr,tech_gn_elr,modtech_gn_elr,commission,sold_to_modtech,modtech_to_tech
Q00123-L1,Q00123,PAS-000123,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.7268,55738.68,59984.05,59607.92,59126.44,63629.84,63230.85,6594.98,38492.13,42813.06,0.651014,0.672846,0.690582,0.713741,6830.7,0.993729,1.076166
Q00124-L1,Q00124,PAS-000124,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7817,1016136.35,1020106.53,827590.47,1087007.13,1091254.21,885311.06,254172.8,637715.91,661711.86,0.586671,0.606377,0.627589,0.648669,107914.63,0.811278,1.003907
Q00125-L1,Q00125,PAS-000125,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8859,278487.32,245124.71,235055.97,306346.92,269646.75,258570.75,47706.3,173766.53,160056.85,0.567221,0.59358,0.623966,0.652961,42752.62,0.958924,0.880201
Q00126-L1,Q00126,PAS-000126,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6208,140521.54,129065.28,126020.71,149906.24,137684.88,134436.98,9827.34,89242.88,79221.35,0.595325,0.575382,0.635083,0.613808,15778.75,0.976411,0.918473
Q00126-L2,Q00126,PAS-000126,2026-04-25 22:00:00.000,Premium,Conditional discount applied,1.0,1.0,0.0,1.0,0.6208,156428.07,138179.59,136143.77,173311.1,153093.09,150837.54,11026.22,99568.05,84942.56,0.574505,0.554843,0.63651,0.614726,26524.78,0.985267,0.883343
Q00127-L1,Q00127,PAS-000127,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.9498,616842.72,633303.36,595315.1,664185.79,681909.8,641005.91,182237.98,437653.49,462463.74,0.658932,0.678189,0.709506,0.73024,84867.96,0.940016,1.026685
Q00128-L1,Q00128,PAS-000128,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.9416,134399.83,119047.6,104401.23,146689.7,129933.62,113947.96,20305.53,81315.71,69683.04,0.554338,0.536297,0.605028,0.585338,17493.77,0.876971,0.885772
Q00129-L1,Q00129,PAS-000129,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6106,123162.65,107398.49,106909.4,132802.81,115804.75,115277.38,11412.46,79602.58,69814.46,0.599404,0.602864,0.646321,0.650051,15521.1,0.995446,0.872005
Q00129-L2,Q00129,PAS-000129,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6106,58423.87,63927.27,60414.78,65993.66,72210.12,68242.53,6756.01,45393.0,49706.38,0.687839,0.688358,0.77696,0.777546,13859.73,0.945055,1.094198
Q00130-L1,Q00130,PAS-000130,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8776,159298.69,139891.29,118099.79,179650.1,157763.29,133187.79,39636.69,121009.88,106240.81,0.673586,0.673419,0.759641,0.759453,26757.55,0.844225,0.87817
Q00131-L1,Q00131,PAS-000131,2026-04-25 22:00:00.000,Premium,Conditional discount applied,1.0,1.0,0.0,1.0,0.7174,437527.39,377807.92,338971.38,468303.96,404383.71,362815.32,74195.73,265936.94,232321.0,0.567872,0.574506,0.607818,0.614918,44553.88,0.897206,0.863507
Q00132-L1,Q00132,PAS-000132,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6136,149964.26,147615.84,125026.6,158220.17,155742.47,131909.63,23888.83,100240.29,94436.19,0.633549,0.606361,0.668428,0.639743,13047.75,0.846973,0.98434
Q00133-L1,Q00133,PAS-000133,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5043,172572.21,171699.07,155886.69,193040.59,192063.89,174376.04,25249.65,130572.57,126405.13,0.6764,0.658141,0.756626,0.736202,33057.8,0.907906,0.99494
Q00134-L1,Q00134,PAS-000134,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7961,265029.38,238523.52,242643.19,280607.22,252543.4,256905.22,56801.74,181431.49,156009.31,0.646567,0.617752,0.684571,0.654063,26940.54,1.017272,0.899989
Q00135-L1,Q00135,PAS-000135,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7433,718848.13,720543.45,614573.23,779671.37,781510.14,666573.56,127782.15,471046.98,457717.17,0.604161,0.585683,0.65528,0.635239,95887.41,0.85293,1.002358
Q00136-L1,Q00136,PAS-000136,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6601,456109.25,452536.3,397875.71,484363.73,480569.45,422522.81,49984.45,299697.02,294917.72,0.618744,0.613684,0.657073,0.6517,46418.72,0.879213,0.992166
Q00136-L2,Q00136,PAS-000136,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6601,582887.6,538465.96,455857.85,654630.09,604740.98,511965.36,60565.5,448319.16,430950.06,0.684843,0.712619,0.769135,0.800329,99917.12,0.846586,0.92379
Q00136-L3,Q00136,PAS-000136,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6601,548022.62,537304.5,540971.95,586894.52,575416.15,579343.74,68536.36,361093.46,352712.95,0.615261,0.61297,0.658902,0.656449,71660.6,1.006826,0.980442
Q00137-L1,Q00137,PAS-000137,2026-04-25 22:00:00.000,Limit,Conditional discount applied,1.0,1.0,0.0,1.0,0.5479,255570.87,272987.93,237890.68,278572.2,297556.79,259300.8,54064.22,153637.33,171122.92,0.551517,0.575093,0.601154,0.626852,39284.63,0.871433,1.06815
Q00138-L1,Q00138,PAS-000138,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.853,448424.25,386118.41,415676.87,501038.68,431422.39,464449.0,33626.11,298636.99,255232.55,0.596036,0.591607,0.66597,0.661021,87301.06,1.076553,0.861056
Q00138-L2,Q00138,PAS-000138,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.853,161915.17,165827.58,137033.39,177372.54,181658.46,150115.41,10868.36,92147.71,96762.72,0.519515,0.532663,0.569111,0.583514,23883.93,0.826361,1.024163
Q00138-L3,Q00138,PAS-000138,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.853,285185.75,259452.18,283288.88,300573.54,273451.47,298574.32,21616.78,200736.03,176446.48,0.667843,0.645257,0.703878,0.680073,29005.81,1.091873,0.909766
Q00139-L1,Q00139,PAS-000139,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5752,477072.25,475123.42,504323.53,521266.27,519136.91,551042.0,64582.12,277600.47,282082.48,0.53255,0.543368,0.581884,0.593704,85515.16,1.061458,0.995915
Q00140-L1,Q00140,PAS-000140,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.7791,233037.7,198161.49,187613.13,252990.0,215127.75,203676.25,25703.94,165194.05,140905.6,0.652967,0.654986,0.708873,0.711065,29592.57,0.946769,0.850341
Q00140-L2,Q00140,PAS-000140,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.7791,228978.14,234591.25,221396.73,252496.19,258685.82,244136.1,30809.98,136847.34,142791.02,0.541978,0.551986,0.597644,0.60868,41242.76,0.943755,1.024514
Q00141-L1,Q00141,PAS-000141,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8519,269066.76,289919.71,260105.72,284385.83,306426.02,274914.59,64247.54,171686.02,184350.92,0.603708,0.601616,0.63808,0.635869,28022.33,0.897165,1.077501
Q00142-L1,Q00142,PAS-000142,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8741,88293.81,89357.15,86108.48,97245.97,98417.12,94839.07,27095.52,64271.04,62693.07,0.660912,0.637014,0.727922,0.701601,15853.75,0.963644,1.012043
Q00143-L1,Q00143,PAS-000143,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8913,253710.92,263369.52,265975.83,282753.46,293517.68,296422.34,57980.21,183491.33,195445.98,0.648945,0.665875,0.72323,0.742098,54638.5,1.009896,1.038069
Q00144-L1,Q00144,PAS-000144,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8361,139204.58,135848.56,123436.43,147163.86,143615.96,130494.14,9982.8,88498.92,85954.33,0.601363,0.598501,0.635747,0.632722,13351.99,0.908633,0.975891
Q00144-L2,Q00144,PAS-000144,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8361,149986.8,158437.77,161671.48,163722.89,172947.82,176477.67,13500.54,95192.66,102298.97,0.581425,0.591502,0.634674,0.645673,27127.95,1.02041,1.056345
Q00145-L1,Q00145,PAS-000145,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.9233,176157.56,188626.45,161438.46,199340.55,213450.39,182684.36,28133.39,100424.08,106356.84,0.503781,0.498274,0.570081,0.563849,37550.08,0.855863,1.070783
Q00146-L1,Q00146,PAS-000146,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.6544,181312.23,159193.26,134331.36,193149.88,169586.78,143101.69,8757.82,108239.58,99331.6,0.560392,0.585727,0.596979,0.623969,16465.63,0.843826,0.878006
Q00147-L1,Q00147,PAS-000147,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8974,425471.16,434236.22,449179.95,465271.85,474856.84,491198.48,105263.83,275122.37,287464.76,0.591315,0.605371,0.64663,0.662001,76848.28,1.034414,1.020601
Q00148-L1,Q00148,PAS-000148,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7203,1218841.68,1290432.64,1194985.46,1317938.54,1395350.14,1292142.71,128309.77,832593.26,895227.44,0.631739,0.641579,0.683102,0.693742,179703.83,0.926035,1.058737
Q00148-L2,Q00148,PAS-000148,2026-04-25 22:00:00.000,Exposure,Conditional discount applied,1.0,1.0,0.0,1.0,0.7203,416466.33,423322.97,392824.61,458226.91,465771.09,432214.55,42918.9,272927.73,279286.87,0.595617,0.599623,0.655342,0.659749,71600.26,0.927955,1.016464
Q00148-L3,Q00148,PAS-000148,2026-04-25 22:00:00.000,Exposure,Premium reduction conditional on no claims,1.0,1.0,0.0,1.0,0.7203,395657.21,373095.09,328673.56,446270.3,420822.0,370718.0,36812.3,231110.43,213232.5,0.517871,0.506705,0.584118,0.571523,74552.06,0.880938,0.942976
Q00149-L1,Q00149,PAS-000149,2026-04-25 22:00:00.000,Exposure,Conditional discount applied,1.0,1.0,0.0,1.0,0.668,153640.92,136770.76,127046.42,164088.61,146071.27,135685.67,17408.47,90699.25,82420.54,0.552746,0.564249,0.590333,0.602618,16178.36,0.9289,0.890197
Q00150-L1,Q00150,PAS-000150,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5241,180430.73,198192.92,185563.66,196776.28,216147.57,202374.2,17222.04,114577.95,122146.54,0.582275,0.565107,0.635025,0.616301,30828.3,0.936278,1.098443
Q00151-L1,Q00151,PAS-000151,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8581,201709.81,220772.52,186292.84,220118.83,240921.3,203294.83,32730.47,156195.42,171531.92,0.709596,0.711983,0.774357,0.776962,31160.15,0.843823,1.094506
Q00152-L1,Q00152,PAS-000152,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8406,1482569.2,1611474.54,1663947.31,1580065.56,1717447.94,1773371.41,329492.41,1146225.45,1251635.84,0.725429,0.728777,0.773135,0.776702,205344.39,1.032562,1.086947
Q00152-L2,Q00152,PAS-000152,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8406,302484.22,279461.91,284784.76,344797.97,318555.12,324622.58,60314.88,218834.38,212167.68,0.634674,0.666031,0.723457,0.759201,69897.81,1.019047,0.923889
Q00153-L1,Q00153,PAS-000153,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7646,282947.77,264463.1,219966.73,309544.98,289322.75,240643.7,58693.0,158229.66,150525.3,0.511169,0.520268,0.559219,0.569173,37800.66,0.831748,0.934671
Q00154-L1,Q00154,PAS-000154,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.7577,72965.09,73284.72,63355.1,79035.37,79381.58,68625.88,6320.44,45607.87,46303.07,0.577057,0.583297,0.625064,0.631824,9731.92,0.864506,1.00438
Q00154-L2,Q00154,PAS-000154,2026-04-25 22:00:00.000,Limit,Premium reduction conditional on no claims,1.0,1.0,0.0,1.0,0.7577,441999.28,397325.94,326015.31,498706.64,448301.82,367842.23,33878.27,311929.76,293234.57,0.625477,0.654101,0.705725,0.73802,74141.65,0.820524,0.898929
Q00154-L3,Q00154,PAS-000154,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.7577,108414.41,105445.63,99317.71,118923.26,115666.71,108944.81,10033.82,61025.49,60344.22,0.51315,0.521708,0.562891,0.572278,17552.75,0.941886,0.972616
Q00155-L1,Q00155,PAS-000155,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6767,134316.42,114578.31,102347.95,144910.29,123615.39,110420.39,14409.86,87639.11,75216.63,0.604782,0.608473,0.652482,0.656465,14964.58,0.893258,0.853048
Q00156-L1,Q00156,PAS-000156,2026-04-25 22:00:00.000,Exposure,Conditional discount applied,1.0,1.0,0.0,1.0,0.8297,203224.04,210414.5,190899.37,221663.77,229506.66,208220.8,27443.5,119429.03,126474.0,0.538785,0.551069,0.587672,0.601071,31761.01,0.907254,1.035382
Q00156-L2,Q00156,PAS-000156,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8297,47909.77,47885.05,40340.64,51668.24,51641.58,43505.32,5734.0,37241.61,37316.56,0.720783,0.722607,0.777328,0.779295,5868.94,0.842447,0.999484
Q00157-L1,Q00157,PAS-000157,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.6547,296911.63,296219.75,266457.79,312701.96,311973.28,280628.53,54582.25,206925.25,201763.59,0.661733,0.646734,0.696925,0.681128,26910.33,0.899527,0.99767
Q00157-L2,Q00157,PAS-000157,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.6547,36458.12,32805.55,32713.96,39274.49,35339.75,35241.09,6854.39,24165.71,22446.57,0.615303,0.635165,0.662835,0.684231,4691.82,0.997208,0.899814
Q00158-L1,Q00158,PAS-000158,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8935,78847.65,76760.17,74609.36,84495.23,82258.23,79953.37,22179.06,57714.94,54243.01,0.683056,0.659424,0.73198,0.706656,9973.63,0.97198,0.973525
Q00158-L2,Q00158,PAS-000158,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8935,118500.21,120452.9,106098.99,126528.83,128613.82,113287.41,31425.93,89889.8,92693.97,0.710429,0.720715,0.758562,0.769545,13464.58,0.880834,1.016478
Q00158-L3,Q00158,PAS-000158,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8935,114196.11,111142.8,117475.86,126171.95,122798.44,129795.66,36005.31,72309.51,70238.81,0.573103,0.571985,0.633205,0.631969,22300.88,1.056981,0.973263
Q00159-L1,Q00159,PAS-000159,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5351,238047.8,251038.11,225687.08,265966.81,280480.67,252156.39,18356.99,131886.9,135739.54,0.495877,0.483953,0.554035,0.540713,47381.56,0.899015,1.05457
Q00159-L2,Q00159,PAS-000159,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5351,87556.29,84514.67,81217.94,94840.41,91545.74,87974.75,6404.56,49221.02,46851.51,0.518988,0.511782,0.562164,0.554359,12475.71,0.960992,0.965261
Q00160-L1,Q00160,PAS-000160,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6654,870366.69,878841.13,718549.79,930411.86,939470.94,768121.36,55535.17,604423.44,626462.71,0.64963,0.666825,0.694447,0.712828,92744.82,0.817611,1.009737
Q00161-L1,Q00161,PAS-000161,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5452,148931.04,138602.93,122963.81,167975.16,156326.37,138687.45,30733.14,109311.18,99405.67,0.650758,0.635886,0.733972,0.717197,27881.95,0.887166,0.930652
Q00161-L2,Q00161,PAS-000161,2026-04-25 22:00:00.000,Limit,Conditional discount applied,1.0,1.0,0.0,1.0,0.5452,66145.68,58600.4,49240.1,71209.1,63086.23,53009.41,11746.88,48228.52,42351.05,0.67728,0.67132,0.729126,0.722709,7002.57,0.840269,0.885929
Q00162-L1,Q00162,PAS-000162,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.7293,434751.98,393219.71,362988.6,489788.55,442998.58,408940.42,87758.61,318618.66,289871.05,0.650523,0.654339,0.732875,0.737173,81576.62,0.923119,0.904469
Q00162-L2,Q00162,PAS-000162,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.7293,936386.59,960326.46,949260.34,1019252.83,1045311.28,1033265.86,221738.85,712297.26,702497.82,0.698843,0.672047,0.760687,0.73152,154351.57,0.988477,1.025566
Q00163-L1,Q00163,PAS-000163,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7459,60378.43,56577.76,54342.21,64261.5,60216.4,57837.08,8484.7,39345.34,38666.3,0.612269,0.642122,0.651646,0.683419,6567.37,0.960487,0.937052
Q00164-L1,Q00164,PAS-000164,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5371,330852.36,342801.11,285897.17,351840.93,364547.68,304033.89,53297.14,234798.03,247852.55,0.667341,0.679891,0.709676,0.723021,34109.58,0.834003,1.036115
Q00165-L1,Q00165,PAS-000165,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.61,846820.38,927503.22,843085.56,948527.98,1038901.25,944344.58,150528.53,487511.2,508266.18,0.513966,0.489234,0.575696,0.547994,180802.69,0.908984,1.095277
Q00165-L2,Q00165,PAS-000165,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.61,530804.51,538738.56,506363.92,580229.11,588901.92,553512.79,88229.94,402860.31,390207.56,0.694312,0.662602,0.758962,0.724299,86265.35,0.939907,1.014947
Q00165-L3,Q00165,PAS-000165,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.61,593002.75,518359.06,433256.82,655348.98,572857.52,478807.92,76321.98,406295.06,344499.32,0.619967,0.60137,0.685149,0.664596,82435.25,0.835824,0.874126
Q00166-L1,Q00166,PAS-000166,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8989,709963.6,652700.72,611767.61,768704.33,706703.65,662383.83,54116.76,530116.87,501044.89,0.689624,0.708989,0.746682,0.767649,93496.74,0.937287,0.919344
Q00166-L2,Q00166,PAS-000166,2026-04-25 22:00:00.000,Limit,Premium reduction conditional on no claims,1.0,1.0,0.0,1.0,0.8989,876882.19,760330.74,755303.68,982218.55,851666.24,846035.3,69121.08,588942.93,521683.85,0.599605,0.612545,0.671633,0.686128,162002.52,0.993388,0.867084
Q00167-L1,Q00167,PAS-000167,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5708,125205.91,129129.53,133120.97,142123.72,146577.49,151108.26,9655.82,93378.35,96061.08,0.657022,0.65536,0.745798,0.743913,31692.32,1.03091,1.031337
Q00167-L2,Q00167,PAS-000167,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.5708,117111.98,119264.66,98979.08,131972.87,134398.72,111539.01,7127.34,90843.67,91811.26,0.688351,0.683126,0.775699,0.769811,22291.21,0.829911,1.018381
Q00168-L1,Q00168,PAS-000168,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8614,130564.46,126187.34,116856.31,143035.15,138239.96,128017.68,12123.27,82658.74,78196.19,0.577891,0.565655,0.633088,0.619683,20376.52,0.926054,0.966475
Q00168-L2,Q00168,PAS-000168,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8614,68156.91,66345.86,59798.13,74429.12,72451.41,65301.12,6184.02,49026.64,48616.57,0.658702,0.671023,0.71932,0.732775,10078.49,0.901309,0.973428
Q00169-L1,Q00169,PAS-000169,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.9416,64350.48,61582.8,61891.28,72885.9,69751.11,70100.51,19312.69,47269.31,47222.52,0.648539,0.677015,0.73456,0.766814,14495.75,1.005009,0.95699
Q00169-L2,Q00169,PAS-000169,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.9416,1068203.3,1088007.5,1040430.17,1160747.02,1182266.96,1130567.77,311471.42,715923.04,742067.73,0.616778,0.627665,0.670212,0.682043,165902.28,0.956271,1.01854
Q00169-L3,Q00169,PAS-000169,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.9416,182161.82,188602.71,191936.66,194337.92,201209.33,204766.12,56413.07,115427.44,115912.55,0.593952,0.576079,0.633653,0.614586,24051.29,1.017677,1.035358
Q00170-L1,Q00170,PAS-000170,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5879,81401.85,77419.04,67177.31,88658.82,84320.94,73166.16,14479.58,54115.57,52830.77,0.61038,0.626544,0.664795,0.6824,10997.3,0.86771,0.951072
Q00170-L2,Q00170,PAS-000170,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5879,525530.14,570623.92,511028.11,583922.88,634027.12,567809.5,112369.5,403886.69,459922.67,0.691678,0.725399,0.768532,0.806,102206.41,0.89556,1.085806
Q00170-L3,Q00170,PAS-000170,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.5879,142278.33,137107.75,114521.45,155784.98,150123.55,125393.11,24815.3,85806.5,86346.33,0.550801,0.575168,0.603089,0.62977,19858.16,0.835266,0.963659
Q00171-L1,Q00171,PAS-000171,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6072,371988.01,318677.37,271904.72,411192.67,352263.51,300561.39,69670.13,232566.85,195307.15,0.565591,0.554435,0.6252,0.612868,51848.86,0.853229,0.856687
Q00172-L1,Q00172,PAS-000172,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6775,121746.56,123605.65,114470.48,133335.27,135371.32,125366.6,24471.56,80010.02,79554.86,0.600066,0.587679,0.657185,0.643618,19898.19,0.926094,1.01527
Q00172-L2,Q00172,PAS-000172,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.6775,73098.96,72012.14,56344.11,81885.0,80667.55,63116.32,12320.31,56861.02,58144.92,0.694401,0.720797,0.777864,0.807432,12091.15,0.782425,0.985132
Q00173-L1,Q00173,PAS-000173,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8466,357354.63,379946.08,346614.04,377234.35,401082.56,365896.25,39663.15,211082.2,228004.12,0.559552,0.568472,0.59068,0.600096,36532.14,0.912272,1.063219
Q00174-L1,Q00174,PAS-000174,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8171,732350.2,679705.15,613197.49,820377.38,761404.49,686902.73,49869.14,498610.9,462331.07,0.607782,0.607208,0.680837,0.680194,131593.21,0.902152,0.928115
Q00174-L2,Q00174,PAS-000174,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.8171,945861.5,915078.05,854622.52,1008083.77,975275.28,910842.76,66127.18,532349.33,502837.88,0.52808,0.515586,0.56282,0.549503,105500.28,0.933934,0.967455
Q00175-L1,Q00175,PAS-000175,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5426,205590.99,189371.79,153477.19,226992.97,209085.35,169454.13,44685.05,119137.01,108272.23,0.524849,0.517837,0.579486,0.571744,28941.12,0.810454,0.921109
Q00176-L1,Q00176,PAS-000176,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.6995,120199.7,125163.77,118445.86,130445.26,135832.46,128541.93,7134.08,77946.39,85158.36,0.597541,0.626937,0.648474,0.680375,18606.19,0.946327,1.041299
Q00177-L1,Q00177,PAS-000177,2026-04-25 22:00:00.000,Limit,None,1.0,1.0,0.0,1.0,0.8975,254682.76,236351.94,194066.62,283484.62,263080.78,216013.45,22400.59,190975.45,170397.24,0.673671,0.647699,0.749856,0.720947,39434.08,0.821092,0.928025
Q00178-L1,Q00178,PAS-000178,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.861,250183.62,214993.89,204924.57,272437.83,234117.93,223152.93,60519.07,167221.42,142568.04,0.613797,0.608958,0.668395,0.663126,33478.72,0.953165,0.859344
Q00178-L2,Q00178,PAS-000178,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.861,274615.38,272580.04,242189.16,291316.39,289157.26,256918.13,69676.2,181883.94,183981.67,0.624352,0.636269,0.662322,0.674964,27769.13,0.888507,0.992588
Q00179-L1,Q00179,PAS-000179,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5264,163314.95,171948.48,164252.59,174202.07,183411.14,175202.21,18361.19,101073.96,111412.68,0.580211,0.607448,0.61889,0.647942,20530.6,0.955243,1.052864
Q00179-L2,Q00179,PAS-000179,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5264,197157.3,209496.11,180766.18,211971.26,225237.18,194348.54,20367.73,121918.86,130501.43,0.575167,0.579396,0.618384,0.62293,25266.28,0.862862,1.062584
Q00179-L3,Q00179,PAS-000179,2026-04-25 22:00:00.000,Premium,None,1.0,1.0,0.0,1.0,0.5264,143418.23,156252.04,151039.72,158187.3,172342.74,166593.65,17459.02,98403.39,104779.31,0.622069,0.607971,0.686129,0.670579,28203.49,0.966642,1.089485
Q00180-L1,Q00180,PAS-000180,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.9462,139976.71,121662.91,121008.65,153457.65,133380.08,132662.81,39228.39,86642.65,76537.74,0.564603,0.573832,0.618979,0.629097,21260.73,0.994622,0.869165
Q00181-L1,Q00181,PAS-000181,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.7707,332744.73,303734.78,281035.67,369867.2,337620.77,312389.24,29333.35,224915.26,213126.34,0.608097,0.63126,0.675939,0.701686,56413.42,0.925267,0.912816
Q00182-L1,Q00182,PAS-000182,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8809,481815.16,489139.5,486533.81,547739.89,556066.39,553104.17,108795.59,294690.33,303296.42,0.538011,0.545432,0.611625,0.620061,117116.2,0.994673,1.015202
Q00182-L2,Q00182,PAS-000182,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8809,747393.47,804725.25,833557.63,834606.64,898628.44,930825.27,183093.33,421360.1,440101.13,0.504861,0.489748,0.563773,0.546896,174207.09,1.035829,1.076709
Q00182-L3,Q00182,PAS-000182,2026-04-25 22:00:00.000,Exposure,None,1.0,1.0,0.0,1.0,0.8809,340773.76,361571.35,327669.9,384843.73,408330.94,370045.24,72787.9,258838.69,278313.87,0.672581,0.681589,0.759562,0.769734,75045.55,0.906239,1.06103
