coverage_id,layer_id,quote_id,pas_id,_pdm_last_update_timestamp,quote_name,new_renewal,section,coverage,subcoveragecode,inception_date,expiry_date,exposure,exposure_type,limit,limit_type,excess,deductible_value,deductible_type,claims_trigger,policy_coverage_jurisdiction,primary_coverage
Q00082-L2-C2,Q00082-L2,Q00082,PAS-000082,2026-04-25 22:00:00.000,Langford Capital LLC 2025,New,General Aviation,Hull,SC-253,2025-05-05,2026-05-05,1324579.29,Wage Roll,160509.79,Each and Every Loss,2059.33,1315.77,Each and Every Loss,Losses Discovered,UK only,false
Q00083-L1-C1,Q00083-L1,Q00083,PAS-000083,2026-04-25 22:00:00.000,Kingsley Resources Ltd 2025,Renewal,Directors and Officers,Side A,SC-554,2025-07-12,2026-07-12,6075273.8,TIV,1588040.92,Aggregate,38843.73,12490.75,Aggregate,Losses Discovered,Worldwide excl. US,true
Q00084-L1-C1,Q00084-L1,Q00084,PAS-000084,2026-04-25 22:00:00.000,Eastleigh Holdings Ltd 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-667,2025-08-13,2026-08-13,6544987.73,Wage Roll,2219434.31,Each and Every Loss,115086.22,67924.69,Aggregate,Occurrence,UK only,true
Q00084-L1-C2,Q00084-L1,Q00084,PAS-000084,2026-04-25 22:00:00.000,Eastleigh Holdings Ltd 2025,Renewal,European Professional Indemnity,Cyber,SC-378,2025-08-13,2026-08-13,6270299.17,TIV,2320844.92,Each Claim,104129.83,31667.15,Each and Every Loss,Occurrence,US excl. Worldwide,false
Q00085-L1-C1,Q00085-L1,Q00085,PAS-000085,2026-04-25 22:00:00.000,Drummond Holdings Ltd 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-719,2025-04-01,2026-04-01,323986.37,Wage Roll,34442.99,Aggregate,1362.69,392.01,Each and Every Loss,Losses Discovered,EU only,true
Q00086-L1-C1,Q00086-L1,Q00086,PAS-000086,2026-04-25 22:00:00.000,Drummond Technologies Inc 2025,New,Directors and Officers,Side A,SC-762,2025-03-23,2026-03-23,3446936.54,Number of Insureds,1438928.75,Aggregate,77646.26,34467.19,Each and Every Loss,Claims Made,Worldwide excl. US,true
Q00086-L2-C1,Q00086-L2,Q00086,PAS-000086,2026-04-25 22:00:00.000,Drummond Technologies Inc 2025,New,Directors and Officers,Side B/C,SC-166,2025-03-23,2026-03-23,4715321.36,Wage Roll,1005380.7,Aggregate,92204.24,39371.78,Each and Every Loss,Losses Discovered,Worldwide,true
Q00086-L2-C2,Q00086-L2,Q00086,PAS-000086,2026-04-25 22:00:00.000,Drummond Technologies Inc 2025,New,Directors and Officers,Side A,SC-346,2025-03-23,2026-03-23,7967440.99,Wage Roll,1158143.05,Each Claim,8261.97,1781.08,Each and Every Loss,Losses Discovered,Worldwide,false
Q00087-L1-C1,Q00087-L1,Q00087,PAS-000087,2026-04-25 22:00:00.000,Kingsley Resources Ltd 2025,Renewal,Directors and Officers,Side B/C,SC-465,2025-07-06,2026-07-06,15298365.49,Turnover,1073846.46,Aggregate,155513.24,52981.66,Each and Every Loss,Occurrence,Worldwide,true
Q00088-L1-C1,Q00088-L1,Q00088,PAS-000088,2026-04-25 22:00:00.000,Glenshire Technologies Inc 2025,Renewal,European Professional Indemnity,Cyber,SC-439,2025-02-19,2026-02-19,9690797.9,Number of Insureds,4665465.64,Each Claim,268731.27,119018.77,Aggregate,Claims Made,Worldwide,true
Q00089-L1-C1,Q00089-L1,Q00089,PAS-000089,2026-04-25 22:00:00.000,Northwood Partners LLP 2025,New,European Professional Indemnity,Cyber,SC-255,2025-06-13,2026-06-13,12825395.94,Number of Insureds,3539548.96,Aggregate,151035.27,137964.36,Each and Every Loss,Occurrence,US excl. Worldwide,true
Q00089-L2-C1,Q00089-L2,Q00089,PAS-000089,2026-04-25 22:00:00.000,Northwood Partners LLP 2025,New,European Professional Indemnity,Cyber,SC-613,2025-06-13,2026-06-13,2442391.09,Wage Roll,208674.93,Each and Every Loss,31798.12,6609.09,Each and Every Loss,Losses Discovered,US excl. Worldwide,true
Q00090-L1-C1,Q00090-L1,Q00090,PAS-000090,2026-04-25 22:00:00.000,Northwood Resources Ltd 2025,Renewal,General Aviation,War,SC-976,2025-07-05,2026-07-05,19644063.69,Wage Roll,5607971.37,Aggregate,604916.15,216821.98,Aggregate,Occurrence,EU only,true
Q00090-L2-C1,Q00090-L2,Q00090,PAS-000090,2026-04-25 22:00:00.000,Northwood Resources Ltd 2025,Renewal,General Aviation,Liability,SC-742,2025-07-05,2026-07-05,4678620.3,Wage Roll,318173.35,Each and Every Loss,42652.81,11430.49,Each and Every Loss,Claims Made,EU only,true
Q00090-L3-C1,Q00090-L3,Q00090,PAS-000090,2026-04-25 22:00:00.000,Northwood Resources Ltd 2025,Renewal,General Aviation,Liability,SC-273,2025-07-05,2026-07-05,6028253.38,Turnover,2662714.88,Aggregate,361048.3,74049.21,Each and Every Loss,Occurrence,Worldwide excl. US,true
Q00090-L3-C2,Q00090-L3,Q00090,PAS-000090,2026-04-25 22:00:00.000,Northwood Resources Ltd 2025,Renewal,General Aviation,Hull,SC-827,2025-07-05,2026-07-05,2965829.15,TIV,1394904.15,Aggregate,26360.82,12431.6,Each and Every Loss,Claims Made,US excl. Worldwide,false
Q00091-L1-C1,Q00091-L1,Q00091,PAS-000091,2026-04-25 22:00:00.000,Carrington Capital LLC 2025,Renewal,General Aviation,Liability,SC-979,2025-03-03,2026-03-03,4725359.04,Wage Roll,780685.25,Each and Every Loss,123577.64,34315.98,Aggregate,Claims Made,Worldwide excl. US,true
Q00092-L1-C1,Q00092-L1,Q00092,PAS-000092,2026-04-25 22:00:00.000,Hartwell Resources Ltd 2025,Renewal,Directors and Officers,Side B/C,SC-421,2025-02-06,2026-02-06,15492038.53,Wage Roll,3569716.52,Aggregate,716497.93,153472.99,Aggregate,Losses Discovered,EU only,true
Q00092-L2-C1,Q00092-L2,Q00092,PAS-000092,2026-04-25 22:00:00.000,Hartwell Resources Ltd 2025,Renewal,Directors and Officers,Side B/C,SC-816,2025-02-06,2026-02-06,12220643.97,Turnover,3086220.04,Each Claim,674107.71,135772.15,Each and Every Loss,Losses Discovered,US excl. Worldwide,true
Q00093-L1-C1,Q00093-L1,Q00093,PAS-000093,2026-04-25 22:00:00.000,Carrington Technologies Inc 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-785,2025-05-11,2026-05-11,8386196.47,Number of Insureds,1002594.99,Each and Every Loss,15459.26,6175.59,Each and Every Loss,Occurrence,UK only,true
Q00093-L2-C1,Q00093-L2,Q00093,PAS-000093,2026-04-25 22:00:00.000,Carrington Technologies Inc 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-436,2025-05-11,2026-05-11,1231210.88,Turnover,560271.05,Aggregate,17895.33,13322.01,Aggregate,Claims Made,UK only,true
Q00093-L2-C2,Q00093-L2,Q00093,PAS-000093,2026-04-25 22:00:00.000,Carrington Technologies Inc 2025,Renewal,European Professional Indemnity,Cyber,SC-565,2025-05-11,2026-05-11,6784176.66,Wage Roll,536032.65,Each Claim,32568.54,9529.99,Aggregate,Claims Made,Worldwide excl. US,false
Q00094-L1-C1,Q00094-L1,Q00094,PAS-000094,2026-04-25 22:00:00.000,Inverness Industries Inc 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-318,2025-05-24,2026-05-24,482196.52,Number of Insureds,55684.64,Each and Every Loss,2088.55,638.15,Aggregate,Occurrence,UK only,true
Q00094-L2-C1,Q00094-L2,Q00094,PAS-000094,2026-04-25 22:00:00.000,Inverness Industries Inc 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-170,2025-05-24,2026-05-24,2531082.66,TIV,1115218.49,Aggregate,198585.11,53173.18,Each and Every Loss,Claims Made,US excl. Worldwide,true
Q00094-L2-C2,Q00094-L2,Q00094,PAS-000094,2026-04-25 22:00:00.000,Inverness Industries Inc 2025,Renewal,European Professional Indemnity,Cyber,SC-194,2025-05-24,2026-05-24,4700427.22,Wage Roll,2083225.35,Each Claim,129024.3,48163.39,Aggregate,Claims Made,Worldwide,false
Q00095-L1-C1,Q00095-L1,Q00095,PAS-000095,2026-04-25 22:00:00.000,Bridgeford Group plc 2024,New,General Aviation,Liability,SC-805,2024-12-29,2025-12-29,7520885.82,TIV,1533573.42,Aggregate,96389.04,58131.06,Aggregate,Occurrence,EU only,true
Q00096-L1-C1,Q00096-L1,Q00096,PAS-000096,2026-04-25 22:00:00.000,Inverness Group plc 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-114,2025-01-26,2026-01-26,14239567.45,Wage Roll,6559727.56,Each and Every Loss,814954.43,189874.77,Each and Every Loss,Occurrence,Worldwide excl. US,true
Q00097-L1-C1,Q00097-L1,Q00097,PAS-000097,2026-04-25 22:00:00.000,Maitland Capital LLC 2024,Renewal,Directors and Officers,Side A,SC-839,2024-10-26,2025-10-26,3973181.73,TIV,1801541.92,Each and Every Loss,252518.12,84234.97,Aggregate,Occurrence,EU only,true
Q00098-L1-C1,Q00098-L1,Q00098,PAS-000098,2026-04-25 22:00:00.000,Inverness Group plc 2025,Renewal,Contingency,Event Cancellation,SC-530,2025-10-17,2026-10-17,54537862.17,Turnover,23765974.04,Each and Every Loss,2710914.08,762420.99,Each and Every Loss,Losses Discovered,US excl. Worldwide,true
Q00098-L2-C1,Q00098-L2,Q00098,PAS-000098,2026-04-25 22:00:00.000,Inverness Group plc 2025,Renewal,Contingency,Event Cancellation,SC-116,2025-10-17,2026-10-17,4189314.98,Wage Roll,1342359.21,Each Claim,28613.67,15558.92,Each and Every Loss,Occurrence,Worldwide excl. US,true
Q00098-L3-C1,Q00098-L3,Q00098,PAS-000098,2026-04-25 22:00:00.000,Inverness Group plc 2025,Renewal,Contingency,Non-Appearance,SC-635,2025-10-17,2026-10-17,669035.85,Number of Insureds,243992.5,Aggregate,22597.97,8002.14,Aggregate,Losses Discovered,UK only,true
Q00098-L3-C2,Q00098-L3,Q00098,PAS-000098,2026-04-25 22:00:00.000,Inverness Group plc 2025,Renewal,Contingency,Event Cancellation,SC-709,2025-10-17,2026-10-17,4869952.73,Number of Insureds,2378151.67,Aggregate,195329.6,41511.84,Aggregate,Claims Made,EU only,false
Q00099-L1-C1,Q00099-L1,Q00099,PAS-000099,2026-04-25 22:00:00.000,Inverness Partners LLP 2025,Renewal,Directors and Officers,Side A,SC-731,2025-04-15,2026-04-15,1207651.3,Turnover,434570.66,Each and Every Loss,20797.85,9750.54,Each and Every Loss,Claims Made,Worldwide,true
Q00099-L1-C2,Q00099-L1,Q00099,PAS-000099,2026-04-25 22:00:00.000,Inverness Partners LLP 2025,Renewal,Directors and Officers,Side B/C,SC-925,2025-04-15,2026-04-15,18496801.03,Turnover,8686533.15,Each Claim,211247.71,52814.9,Aggregate,Losses Discovered,EU only,false
Q00099-L2-C1,Q00099-L2,Q00099,PAS-000099,2026-04-25 22:00:00.000,Inverness Partners LLP 2025,Renewal,Directors and Officers,Side A,SC-940,2025-04-15,2026-04-15,7545905.6,Number of Insureds,3015314.55,Each and Every Loss,123219.83,84512.66,Aggregate,Occurrence,UK only,true
Q00099-L2-C2,Q00099-L2,Q00099,PAS-000099,2026-04-25 22:00:00.000,Inverness Partners LLP 2025,Renewal,Directors and Officers,Side B/C,SC-414,2025-04-15,2026-04-15,2873534.59,TIV,977538.36,Each and Every Loss,99612.29,38561.08,Aggregate,Occurrence,Worldwide excl. US,false
Q00100-L1-C1,Q00100-L1,Q00100,PAS-000100,2026-04-25 22:00:00.000,Jamieson Partners LLP 2025,Renewal,European Professional Indemnity,Cyber,SC-685,2025-05-12,2026-05-12,4792876.16,TIV,2200297.16,Each Claim,6323.95,5723.1,Aggregate,Occurrence,US excl. Worldwide,true
Q00101-L1-C1,Q00101-L1,Q00101,PAS-000101,2026-04-25 22:00:00.000,Jamieson Group plc 2024,Renewal,European Professional Indemnity,Cyber,SC-845,2024-12-04,2025-12-04,4611494.1,Number of Insureds,732415.94,Each and Every Loss,63157.74,35669.41,Aggregate,Claims Made,UK only,true
Q00101-L2-C1,Q00101-L2,Q00101,PAS-000101,2026-04-25 22:00:00.000,Jamieson Group plc 2024,Renewal,European Professional Indemnity,Professional Indemnity,SC-903,2024-12-04,2025-12-04,2438821.98,Wage Roll,295828.24,Each Claim,13992.81,3643.87,Each and Every Loss,Losses Discovered,EU only,true
Q00101-L3-C1,Q00101-L3,Q00101,PAS-000101,2026-04-25 22:00:00.000,Jamieson Group plc 2024,Renewal,European Professional Indemnity,Cyber,SC-743,2024-12-04,2025-12-04,8246940.72,Turnover,3519811.16,Each and Every Loss,70867.88,30951.83,Each and Every Loss,Occurrence,Worldwide,true
Q00101-L3-C2,Q00101-L3,Q00101,PAS-000101,2026-04-25 22:00:00.000,Jamieson Group plc 2024,Renewal,European Professional Indemnity,Professional Indemnity,SC-291,2024-12-04,2025-12-04,5375192.47,Number of Insureds,1763841.67,Each and Every Loss,238380.2,48752.5,Each and Every Loss,Occurrence,Worldwide excl. US,false
Q00102-L1-C1,Q00102-L1,Q00102,PAS-000102,2026-04-25 22:00:00.000,Glenshire Technologies Inc 2025,Renewal,Directors and Officers,Side A,SC-247,2025-01-18,2026-01-18,2822459.95,Number of Insureds,518246.35,Aggregate,27961.41,14114.67,Each and Every Loss,Occurrence,Worldwide,true
Q00102-L1-C2,Q00102-L1,Q00102,PAS-000102,2026-04-25 22:00:00.000,Glenshire Technologies Inc 2025,Renewal,Directors and Officers,Entity Securities,SC-284,2025-01-18,2026-01-18,1852344.15,Turnover,575541.03,Each and Every Loss,9905.44,3492.12,Each and Every Loss,Occurrence,Worldwide excl. US,false
Q00103-L1-C1,Q00103-L1,Q00103,PAS-000103,2026-04-25 22:00:00.000,Inverness Capital LLC 2025,New,Cash in Transit and Specie,Cash in Transit,SC-523,2025-03-22,2026-03-22,1795986.02,Wage Roll,152338.48,Aggregate,30031.19,6457.1,Each and Every Loss,Occurrence,Worldwide,true
Q00104-L1-C1,Q00104-L1,Q00104,PAS-000104,2026-04-25 22:00:00.000,Aldermann Capital LLC 2025,New,European Professional Indemnity,Professional Indemnity,SC-282,2025-03-12,2026-03-12,1236855.83,Number of Insureds,178890.4,Each and Every Loss,17595.54,3859.64,Each and Every Loss,Occurrence,Worldwide,true
Q00105-L1-C1,Q00105-L1,Q00105,PAS-000105,2026-04-25 22:00:00.000,Drummond Resources Ltd 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-720,2025-07-07,2026-07-07,5629700.95,Turnover,2753836.58,Each and Every Loss,401734.25,136847.06,Aggregate,Claims Made,US excl. Worldwide,true
Q00105-L1-C2,Q00105-L1,Q00105,PAS-000105,2026-04-25 22:00:00.000,Drummond Resources Ltd 2025,Renewal,European Professional Indemnity,Cyber,SC-325,2025-07-07,2026-07-07,6181938.26,Turnover,1732705.33,Each and Every Loss,65526.0,14667.27,Each and Every Loss,Occurrence,US excl. Worldwide,false
Q00106-L1-C1,Q00106-L1,Q00106,PAS-000106,2026-04-25 22:00:00.000,Inverness Technologies Inc 2025,Renewal,Contingency,Event Cancellation,SC-767,2025-09-17,2026-09-17,5203345.82,Number of Insureds,1964183.72,Each and Every Loss,191342.59,92419.87,Each and Every Loss,Occurrence,EU only,true
Q00107-L1-C1,Q00107-L1,Q00107,PAS-000107,2026-04-25 22:00:00.000,Langford Holdings Ltd 2025,New,General Aviation,Liability,SC-502,2025-06-09,2026-06-09,842544.26,TIV,207457.9,Each and Every Loss,46084.89,9827.48,Each and Every Loss,Losses Discovered,Worldwide excl. US,true
Q00107-L2-C1,Q00107-L2,Q00107,PAS-000107,2026-04-25 22:00:00.000,Langford Holdings Ltd 2025,New,General Aviation,Hull,SC-533,2025-06-09,2026-06-09,7268457.47,Wage Roll,2272423.01,Each Claim,196814.31,87615.53,Aggregate,Occurrence,UK only,true
Q00108-L1-C1,Q00108-L1,Q00108,PAS-000108,2026-04-25 22:00:00.000,Inverness Technologies Inc 2025,Renewal,European Professional Indemnity,Cyber,SC-134,2025-03-15,2026-03-15,8769495.19,TIV,2835029.09,Each Claim,204199.39,62473.65,Each and Every Loss,Occurrence,US excl. Worldwide,true
Q00108-L2-C1,Q00108-L2,Q00108,PAS-000108,2026-04-25 22:00:00.000,Inverness Technologies Inc 2025,Renewal,European Professional Indemnity,Cyber,SC-928,2025-03-15,2026-03-15,1392099.15,TIV,253449.88,Aggregate,37666.1,10520.11,Each and Every Loss,Claims Made,US excl. Worldwide,true
Q00108-L2-C2,Q00108-L2,Q00108,PAS-000108,2026-04-25 22:00:00.000,Inverness Technologies Inc 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-426,2025-03-15,2026-03-15,2291752.31,TIV,483525.44,Each and Every Loss,7997.8,2204.57,Aggregate,Claims Made,Worldwide,false
Q00109-L1-C1,Q00109-L1,Q00109,PAS-000109,2026-04-25 22:00:00.000,Inverness Industries Inc 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-716,2025-02-03,2026-02-03,24466039.43,TIV,9115096.52,Each and Every Loss,342010.68,104594.36,Each and Every Loss,Occurrence,Worldwide excl. US,true
Q00110-L1-C1,Q00110-L1,Q00110,PAS-000110,2026-04-25 22:00:00.000,Fenwick Capital LLC 2025,Renewal,Contingency,Event Cancellation,SC-425,2025-09-25,2026-09-25,3158790.62,Turnover,553173.13,Each Claim,77207.73,17030.72,Aggregate,Losses Discovered,UK only,true
Q00111-L1-C1,Q00111-L1,Q00111,PAS-000111,2026-04-25 22:00:00.000,Langford Capital LLC 2025,Renewal,Directors and Officers,Side B/C,SC-275,2025-01-25,2026-01-25,4618142.68,TIV,640561.62,Aggregate,77368.93,25836.11,Each and Every Loss,Claims Made,UK only,true
Q00111-L1-C2,Q00111-L1,Q00111,PAS-000111,2026-04-25 22:00:00.000,Langford Capital LLC 2025,Renewal,Directors and Officers,Side A,SC-137,2025-01-25,2026-01-25,1706569.21,Turnover,266890.12,Aggregate,583.92,545.03,Aggregate,Claims Made,UK only,false
Q00112-L1-C1,Q00112-L1,Q00112,PAS-000112,2026-04-25 22:00:00.000,Kingsley Technologies Inc 2025,Renewal,Contingency,Event Cancellation,SC-871,2025-01-05,2026-01-05,2255964.83,Number of Insureds,455311.1,Each Claim,2356.5,818.35,Aggregate,Occurrence,Worldwide excl. US,true
Q00112-L2-C1,Q00112-L2,Q00112,PAS-000112,2026-04-25 22:00:00.000,Kingsley Technologies Inc 2025,Renewal,Contingency,Non-Appearance,SC-205,2025-01-05,2026-01-05,1779331.79,Number of Insureds,339725.32,Aggregate,27104.02,10532.75,Each and Every Loss,Occurrence,EU only,true
Q00113-L1-C1,Q00113-L1,Q00113,PAS-000113,2026-04-25 22:00:00.000,Carrington Capital LLC 2024,Renewal,General Aviation,Hull,SC-190,2024-10-06,2025-10-06,10555970.6,TIV,1591908.57,Each Claim,102595.45,65980.42,Aggregate,Claims Made,US excl. Worldwide,true
Q00114-L1-C1,Q00114-L1,Q00114,PAS-000114,2026-04-25 22:00:00.000,Carrington Technologies Inc 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-411,2025-04-30,2026-04-30,3717982.02,Turnover,1551389.08,Aggregate,43253.9,42415.54,Each and Every Loss,Claims Made,Worldwide,true
Q00114-L2-C1,Q00114-L2,Q00114,PAS-000114,2026-04-25 22:00:00.000,Carrington Technologies Inc 2025,Renewal,European Professional Indemnity,Professional Indemnity,SC-571,2025-04-30,2026-04-30,822409.72,Number of Insureds,138721.78,Aggregate,20060.82,4814.78,Each and Every Loss,Claims Made,EU only,true
Q00115-L1-C1,Q00115-L1,Q00115,PAS-000115,2026-04-25 22:00:00.000,Inverness Industries Inc 2025,New,General Aviation,Hull,SC-634,2025-04-19,2026-04-19,20186848.92,Number of Insureds,7849972.58,Each Claim,1698963.1,349340.44,Aggregate,Losses Discovered,Worldwide,true
Q00116-L1-C1,Q00116-L1,Q00116,PAS-000116,2026-04-25 22:00:00.000,Kingsley Industries Inc 2025,Renewal,Directors and Officers,Entity Securities,SC-370,2025-01-18,2026-01-18,20652101.93,TIV,3267896.73,Aggregate,236231.84,79796.86,Aggregate,Claims Made,Worldwide,true
Q00117-L1-C1,Q00117-L1,Q00117,PAS-000117,2026-04-25 22:00:00.000,Glenshire Partners LLP 2025,Renewal,General Aviation,Liability,SC-161,2025-01-01,2026-01-01,3995689.62,Wage Roll,1702139.58,Each Claim,78651.73,21917.49,Each and Every Loss,Claims Made,UK only,true
Q00118-L1-C1,Q00118-L1,Q00118,PAS-000118,2026-04-25 22:00:00.000,Jamieson Resources Ltd 2025,Renewal,General Aviation,Hull,SC-879,2025-04-18,2026-04-18,2020981.55,Number of Insureds,710828.78,Each and Every Loss,43226.75,17016.79,Aggregate,Claims Made,EU only,true
Q00118-L1-C2,Q00118-L1,Q00118,PAS-000118,2026-04-25 22:00:00.000,Jamieson Resources Ltd 2025,Renewal,General Aviation,War,SC-472,2025-04-18,2026-04-18,713008.5,Wage Roll,279655.89,Each Claim,12820.64,4552.64,Each and Every Loss,Claims Made,US excl. Worldwide,false
Q00119-L1-C1,Q00119-L1,Q00119,PAS-000119,2026-04-25 22:00:00.000,Kingsley Technologies Inc 2025,New,Cash in Transit and Specie,Vault,SC-802,2025-03-19,2026-03-19,3552620.92,Wage Roll,1565059.02,Each and Every Loss,168682.57,40941.53,Aggregate,Occurrence,US excl. Worldwide,true
Q00119-L1-C2,Q00119-L1,Q00119,PAS-000119,2026-04-25 22:00:00.000,Kingsley Technologies Inc 2025,New,Cash in Transit and Specie,Cash in Transit,SC-373,2025-03-19,2026-03-19,2459199.92,Turnover,840486.49,Each and Every Loss,31112.04,6906.44,Each and Every Loss,Occurrence,US excl. Worldwide,false
Q00120-L1-C1,Q00120-L1,Q00120,PAS-000120,2026-04-25 22:00:00.000,Eastleigh Capital LLC 2024,Renewal,European Professional Indemnity,Professional Indemnity,SC-317,2024-10-07,2025-10-07,33116234.84,Turnover,8752892.11,Each Claim,569319.31,236445.24,Each and Every Loss,Occurrence,UK only,true
Q00120-L2-C1,Q00120-L2,Q00120,PAS-000120,2026-04-25 22:00:00.000,Eastleigh Capital LLC 2024,Renewal,European Professional Indemnity,Professional Indemnity,SC-298,2024-10-07,2025-10-07,2144069.02,Turnover,429205.69,Each Claim,24074.95,9711.07,Aggregate,Losses Discovered,UK only,true
Q00120-L3-C1,Q00120-L3,Q00120,PAS-000120,2026-04-25 22:00:00.000,Eastleigh Capital LLC 2024,Renewal,European Professional Indemnity,Cyber,SC-761,2024-10-07,2025-10-07,9487301.15,Number of Insureds,2193572.62,Each Claim,205944.83,66044.98,Aggregate,Claims Made,Worldwide,true
Q00120-L3-C2,Q00120-L3,Q00120,PAS-000120,2026-04-25 22:00:00.000,Eastleigh Capital LLC 2024,Renewal,European Professional Indemnity,Professional Indemnity,SC-735,2024-10-07,2025-10-07,5016121.55,Wage Roll,510814.52,Each and Every Loss,75637.49,22914.05,Each and Every Loss,Occurrence,US excl. Worldwide,false
Q00121-L1-C1,Q00121-L1,Q00121,PAS-000121,2026-04-25 22:00:00.000,Carrington Resources Ltd 2025,Renewal,Cash in Transit and Specie,Vault,SC-455,2025-10-15,2026-10-15,8123110.02,TIV,1838736.14,Aggregate,43159.08,10966.06,Each and Every Loss,Claims Made,US excl. Worldwide,true
Q00121-L2-C1,Q00121-L2,Q00121,PAS-000121,2026-04-25 22:00:00.000,Carrington Resources Ltd 2025,Renewal,Cash in Transit and Specie,Vault,SC-274,2025-10-15,2026-10-15,3989804.46,Number of Insureds,205068.34,Each Claim,9562.38,2064.8,Aggregate,Losses Discovered,US excl. Worldwide,true
Q00122-L1-C1,Q00122-L1,Q00122,PAS-000122,2026-04-25 22:00:00.000,Aldermann Technologies Inc 2025,New,Cash in Transit and Specie,Vault,SC-538,2025-01-10,2026-01-10,2263129.78,Number of Insureds,807143.24,Each and Every Loss,17227.08,7397.97,Each and Every Loss,Losses Discovered,UK only,true
Q00123-L1-C1,Q00123-L1,Q00123,PAS-000123,2026-04-25 22:00:00.000,Drummond Resources Ltd 2025,Renewal,Contingency,Non-Appearance,SC-583,2025-08-12,2026-08-12,7054775.89,TIV,597113.98,Aggregate,90319.35,20469.63,Each and Every Loss,Occurrence,US excl. Worldwide,true
Q00123-L1-C2,Q00123-L1,Q00123,PAS-000123,2026-04-25 22:00:00.000,Drummond Resources Ltd 2025,Renewal,Contingency,Event Cancellation,SC-202,2025-08-12,2026-08-12,10098050.22,TIV,1001965.89,Each and Every Loss,134712.52,41208.25,Each and Every Loss,Claims Made,Worldwide,false
Q00124-L1-C1,Q00124-L1,Q00124,PAS-000124,2026-04-25 22:00:00.000,Aldermann Resources Ltd 2025,New,General Aviation,Liability,SC-947,2025-11-11,2026-11-11,6752217.1,Number of Insureds,1828485.76,Aggregate,105852.37,33256.99,Aggregate,Occurrence,Worldwide,true
Q00125-L1-C1,Q00125-L1,Q00125,PAS-000125,2026-04-25 22:00:00.000,Carrington Technologies Inc 2025,New,Cash in Transit and Specie,Vault,SC-845,2025-02-05,2026-02-05,2130541.07,Number of Insureds,395237.34,Each and Every Loss,21065.09,6858.63,Aggregate,Losses Discovered,EU only,true
Q00126-L1-C1,Q00126-L1,Q00126,PAS-000126,2026-04-25 22:00:00.000,Northwood Industries Inc 2025,Renewal,Contingency,Event Cancellation,SC-862,2025-02-27,2026-02-27,9248604.11,Turnover,1379105.8,Each and Every Loss,166506.59,68555.72,Aggregate,Occurrence,US excl. Worldwide,true
Q00126-L2-C1,Q00126-L2,Q00126,PAS-000126,2026-04-25 22:00:00.000,Northwood Industries Inc 2025,Renewal,Contingency,Event Cancellation,SC-371,2025-02-27,2026-02-27,11391797.58,TIV,1563284.43,Each Claim,265564.18,74702.96,Aggregate,Losses Discovered,US excl. Worldwide,true
Q00127-L1-C1,Q00127-L1,Q00127,PAS-000127,2026-04-25 22:00:00.000,Aldermann Group plc 2025,New,Contingency,Non-Appearance,SC-543,2025-04-17,2026-04-17,10684441.7,Turnover,2540572.5,Each Claim,282513.5,126274.69,Aggregate,Losses Discovered,Worldwide,true
Q00128-L1-C1,Q00128-L1,Q00128,PAS-000128,2026-04-25 22:00:00.000,Eastleigh Industries Inc 2025,Renewal,Contingency,Non-Appearance,SC-577,2025-01-24,2026-01-24,2624693.16,Turnover,800526.41,Each and Every Loss,76148.2,31887.97,Aggregate,Losses Discovered,US excl. Worldwide,true
Q00129-L1-C1,Q00129-L1,Q00129,PAS-000129,2026-04-25 22:00:00.000,Eastleigh Group plc 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-945,2025-08-08,2026-08-08,1745014.34,Turnover,325690.38,Aggregate,20684.89,4925.98,Each and Every Loss,Claims Made,Worldwide excl. US,true
Q00129-L1-C2,Q00129-L1,Q00129,PAS-000129,2026-04-25 22:00:00.000,Eastleigh Group plc 2025,Renewal,Cash in Transit and Specie,Vault,SC-241,2025-08-08,2026-08-08,1772838.02,Number of Insureds,561780.86,Aggregate,4504.48,2026.05,Each and Every Loss,Claims Made,Worldwide excl. US,false
Q00129-L2-C1,Q00129-L2,Q00129,PAS-000129,2026-04-25 22:00:00.000,Eastleigh Group plc 2025,Renewal,Cash in Transit and Specie,Vault,SC-542,2025-08-08,2026-08-08,17785827.5,Turnover,4907055.67,Each Claim,763336.92,235380.13,Aggregate,Claims Made,US excl. Worldwide,true
Q00130-L1-C1,Q00130-L1,Q00130,PAS-000130,2026-04-25 22:00:00.000,Carrington Resources Ltd 2025,Renewal,Cash in Transit and Specie,Cash in Transit,SC-409,2025-06-12,2026-06-12,1489560.97,Number of Insureds,221178.94,Aggregate,12937.61,5349.37,Aggregate,Claims Made,Worldwide excl. US,true
